Obs_Id,lagoslakeid,ActivityStartDate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodIdentifier,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
IN-111308,3305,2015-07-09,Indiana Clean Lakes Program,North American Lake Management Society,"Oxygen, dissolved",Dissolved oxygen (DO),95,95,ppm,1,95,NA,NA,NA,547-586-7121 tcamireski@gmail.com,Koontz
CA-185868,476148,2015-07-21,NA,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California","pH, field or lab",pH,45.5,45.5,None,1,45.5,NA,NA,NA,NA,"North Lakeport, Lakeshore at Pit Stop Restaurant Marina"
CA-362924,476148,2015-08-04,NA,Elem Indian Colony,Microcystin,Microcystin,10162,10162,ug/l,1,10162,POMO989_WQX,MICROCYSTIN,NA,Microcystis,Austin Park 10 yards off shoreline
SD-810847,355465,2015-09-14,NA,DENR,"Oxygen, dissolved",Dissolved oxygen (DO),25.1,25.1,mg/l,1,25.1,SDDENR_WQX,UNKOWN,NA,NA,NELAKES2ESLCOMP
CA-232143,476148,2015-09-29,NA,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California","Oxygen, dissolved",Dissolved oxygen (DO),147.6,147.6,mg/l,1,147.6,NA,NA,NA,NA,Tule Boat Launch (The Point)
FL-2380741,198502,2016-03-29,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),110,110,mg/l,1,110,21FLFTM_WQX,FT_1500,NA,NA,Hill Lake @ North
IA-397714,4285,2016-05-16,NA,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),26.1,26.1,mg/l,1,26.1,21IOWA_WQX,ISU 4500-O-G,NA,NA,Badger Lake
IN-111394,3305,2016-07-07,Indiana Clean Lakes Program,North American Lake Management Society,"Oxygen, dissolved",Dissolved oxygen (DO),154,154,ppm,1,154,NA,NA,NA,(547) 586-7121 tcamireski@gmail.com,Koontz
KS-274980,369331,2016-07-21,USGS - Kansas Water Science Center,USGS Kansas Water Science Center,Microcystin,Total microcystins plus nodularins,29000,29000,ug/l,1,29000,USGS,IMM06,NA,NA,"MILFORD LAKE, KS  SITE 41"
OK-144938,381133,2016-08-22,NA,"Kaw Nation, Oklahoma","Oxygen, dissolved",Dissolved oxygen (DO),723,723,mg/l,1,723,NA,NA,NA,NA,Pioneer Cover
FL-2140948,194821,2017-02-20,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),94.7,94.7,mg/l,1,94.7,21FLFTM_WQX,FT_1500,NA,NA,Lake Henry @ Middle
FL-1638328,202262,2017-02-20,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),81,81.0,mg/l,1,81,21FLFTM_WQX,FT_1500,NA,NA,LAKE HUCKLEBERRY-2 Middle
FL-1977859,198502,2017-02-20,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),80.1,80.1,mg/l,1,80.1,21FLFTM_WQX,FT_1500,NA,NA,Hill Lake @ Center
FL-3013668,197332,2017-02-22,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),115.9,115.9,mg/l,1,115.9,21FLFTM_WQX,FT_1500,NA,NA,Pearl Lake @ Center
FL-2131663,194700,2017-02-22,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),111.5,111.5,mg/l,1,111.5,21FLFTM_WQX,FT_1500,NA,NA,Lake Pythias @ Middle
FL-1150120,199885,2017-02-22,21FLFTM,"FL Dept. of Environmental Protection, South District","Oxygen, dissolved",Dissolved oxygen (DO),119.1,119.1,mg/l,1,119.1,21FLFTM_WQX,FT_1500,NA,NA,Lake Sirena @ Middle
NV-69998,457037,2017-05-23,NA,"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada",Conductivity,Specific conductance,8909640,8909.64,mS/cm,1000,8909.64,NA,NA,NA,NA,Pyramid Lake Station 96
NC-200976,157613,2017-06-07,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),103,103,mg/l,1,103,21NC03WQ,WSSSOP,NA,NA,TOWN CRK AT SR 2168 NR DUKE
CO-130039,450098,2017-07-20,NA,National Park Service Water Resources Division,"Oxygen, dissolved",Dissolved oxygen (DO),103,103,mg/l,1,103,11NPSWRD_WQX,CURE_HYDROLAB_MS5,NA,Organization ActivityID=CURE_38283110717260020170720_FW,"BLUE MESA RESERVOIR ABV SOAP CR NEAR SAPINERO, CO"
NC-210065,157613,2017-08-10,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),138.4,138.4,mg/l,1,138.4,21NC03WQ,WSSSOP,NA,NA,TOWN CRK AT SR 2168 NR DUKE
OK-273543,54034,2017-09-28,NA,Seneca Cayuga Tribe,Chlorophyll a,Chlorophyll a,384000,384.00000000,mg/l,1000,384000,NA,NA,NA,NA,Grand Lake Site 12
OR-1505051,472961,2017-10-10,NA,State of Oregon Dept. of Environmental Quality,Alkalinity,"Alkalinity, total",20500,20500,mg/l,1,20500,APHA,2320-B,https://www.nemi.gov/methods/method_summary/9694/,NA,Abert Lake
NC-169442,157613,2017-10-11,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),139,139,mg/l,1,139,21NC03WQ,WSSSOP,NA,NA,TOWN CRK AT SR 2168 NR DUKE
NC-191965,157613,2017-11-02,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),108,108,mg/l,1,108,21NC03WQ,WSSSOP,NA,NA,TOWN CRK AT SR 2168 NR DUKE
NC-173516,157613,2017-12-06,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),91,91,mg/l,1,91,21NC03WQ,WSSSOP,NA,NA,TOWN CRK AT SR 2168 NR DUKE
UT-771700,455356,2018-01-17,U.S. Geological Survey-Water Resources Discipline,USGS Utah Water Science Center,"Oxygen, dissolved",Oxygen,32.6,32.6,mg/l,1,32.6,USGS,LUMIN,ASTM,NA,GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE
SC-174179,162290,2018-08-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),30.1,30.1,mg/l,1,30.1,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE MURRAY APPROX 270 YARDS SSW OF THE HOUSE AT THE END OF POINT VIEW ROAD
SC-157589,162290,2018-08-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),30.1,30.1,mg/l,1,30.1,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE MURRAY IN BEAVER DAM CREEK COVE NEAR END OF PINE POINT DRIVE
SC-119981,162290,2018-08-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),31.1,31.1,mg/l,1,31.1,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE MURRAY BUFFALO CREEK ARM DIRECTLY ACROSS FROM S-211 NEAR END OF BETHEL CHURCH ROAD POINT
SC-215981,162290,2018-08-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),31.4,31.4,mg/l,1,31.4,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,HOLLANDS LANDING LK MURRAY OFF S-36-26 AT END OF S-36-3
SC-180225,162290,2018-08-06,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),31.8,31.8,mg/l,1,31.8,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE MURRAY AT S-36-15
MT-164866,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,14000,14000,mg/l,1,14000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_01A-201809191215SRRT,"Lake McDonald near Kelly Camp, North Site"
MT-72873,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,14000,14000,mg/l,1,14000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_01B-201809191147SRRT,"Lake McDonald near Kelly Camp, South Site"
MT-171943,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,14000,14000,mg/l,1,14000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_01C-201809191249SRRT,Lake McDonald near Ranger Station
MT-38107,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,14000,14000,mg/l,1,14000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_02A-201809191526SRRT,"Lake McDonald near Grist Road, North Site"
MT-22504,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,15000,15000,mg/l,1,15000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_02B-201809191552SRRT,"Lake McDonald near Grist Road, South Site"
MT-72008,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,16000,16000,mg/l,1,16000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_02C-201809191615SRRT,Lake McDonald near Apgar
MT-112244,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,14000,14000,mg/l,1,14000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_03B-201809191350SRRT,"Lake McDonald near Lake McDonald Lodge, South Site"
MT-76557,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,17000,17000,mg/l,1,17000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_04-201809191456SRRT,"Lake McDonald, South Mid-Lake Site"
MT-210649,460183,2018-09-19,NA,National Park Service Water Resources Division,"Calcium, dissolved",Calcium,16000,16000,mg/l,1,16000,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,Organization ActivityID=GLAC_NPS_05-201809191425SRRT,"Lake McDonald, North Mid-Lake Site"
OK-211740,381133,2018-10-01,NA,"Kaw Nation, Oklahoma","Oxygen, dissolved",Dissolved oxygen (DO),683,683,mg/l,1,683,NA,NA,NA,NA,Coon Creek 2
NC-247365,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,99999,99999,None,1,99999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-477806,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,999999,999999,None,1,999999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-513307,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,999999,999999,None,1,999999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-299569,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,9999999,9999999,None,1,9999999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-489020,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,9999999,9999999,None,1,9999999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-264083,152064,2019-05-29,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"pH, field or lab",pH,99999,99999,None,1,99999,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
ND-781571,312305,2019-08-01,NA,Turtle Mountain Environmental Office,"Oxygen, dissolved",Dissolved oxygen (DO),84.3,84.3,mg/l,1,84.3,NA,NA,NA,ECOIL SAMPLES,Gordon Beach
NC-414190,152064,2019-10-09,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),78.5,78.5,mg/l,1,78.5,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-474031,152064,2019-10-09,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),51.9,51.9,mg/l,1,51.9,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-591870,152064,2019-10-09,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),49.4,49.4,mg/l,1,49.4,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-608394,152064,2019-10-09,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),53.9,53.9,mg/l,1,53.9,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
NC-531459,152064,2019-10-09,NA,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,"Oxygen, dissolved",Dissolved oxygen (DO),31.9,31.9,mg/l,1,31.9,21NC03WQ,WSSSOP,NA,NA,FALLS OF THE NEUSE RESERVOIR
UT-924521,455356,2020-01-23,U.S. Geological Survey-Water Resources Discipline,USGS Utah Water Science Center,"Oxygen, dissolved",Oxygen,32.9,32.9,mg/l,1,32.9,USGS,LUMIN,ASTM,NA,GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE
TX-1312629,426175,2020-02-04,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,187,187,mg/l,1,187,USGS,LUMIN,ASTM,NA,"Lk Conroe Site EC nr Conroe, TX"
TX-1438433,426175,2020-02-04,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,187,187,mg/l,1,187,USGS,LUMIN,ASTM,NA,"Lk Conroe Site FC nr Conroe, TX"
TX-1202261,426175,2020-02-04,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,214,214,mg/l,1,214,USGS,LUMIN,ASTM,NA,"Lk Conroe Site GC nr Conroe, TX"
OK-234028,54034,2020-02-19,NA,Seneca Cayuga Tribe,Turbidity,Turbidity,-1.924,-1.92400000,NTU,1,-1.924,USEPA,180.1,https://www.nemi.gov/methods/method_summary/5217/,NA,Grand Lake Site 15
TX-205985,394757,2020-05-12,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,1530,1530,mg/l,1,1530,USGS,LUMIN,ASTM,NA,"Lk Wichita Site JC nr Wichita Falls, TX"
TX-705339,394757,2020-05-12,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Oxygen, dissolved",Oxygen,1530,1530,mg/l,1,1530,USGS,LUMIN,ASTM,NA,"Lk Wichita Site JC nr Wichita Falls, TX"
AR-617698,393135,2020-07-01,U.S. Geological Survey-Water Resources Discipline,USGS Arkansas Water Science Center,"Oxygen, dissolved",Oxygen,826,826,mg/l,1,826,USGS,LUMIN,ASTM,NA,"Lk Maumelle Raw Water Intake nr Natural Steps,AR"
NJ-111469,74740,2020-07-13,USGS - New Jersey Water Science Center,USGS New Jersey Water Science Center,"Oxygen, dissolved",Oxygen,101,101,mg/l,1,101,USGS,LUMIN,ASTM,NA,Fox Mill Lake at Daretown NJ
NJ-114566,904,2020-07-13,USGS - New Jersey Water Science Center,USGS New Jersey Water Science Center,"Oxygen, dissolved",Oxygen,101,101,mg/l,1,101,USGS,LUMIN,ASTM,NA,Memorial Lake 630 ft US of outlet at Woodstown NJ
GA-403613,228443,2020-08-04,NA,Georgia DNR Environmental Protection Division,"pH, field or lab",pH,30.8,30.8,None,1,30.8,USEPA,150.1,https://www.nemi.gov/methods/method_summary/4685/,AK53698,"Lake Oliver  (aka Chatt River at Columbus Water Intake near Columbus, Ga.)"
CA-199650,476148,2020-08-18,NA,Elem Indian Colony,"Oxygen, dissolved",Dissolved oxygen (DO),45.8,45.8,mg/l,1,45.8,NA,NA,NA,"FOAM AND ALGAE ON SHORELINE, HAZEY SKY, SUNNY, NO VISIBLE WILDLIFE, NO BLOOM, NO ODOR",Glenhaven private property
