"","CharacteristicName","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitMeasure.MeasureUnitCode","source_labmethodid","source_labmethodname","USGSPCode","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","source_samplesiteid","ActivityCommentText","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","datavalue","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","source_labmethoddescription","ResultLaboratoryCommentText","source_qualifier","DetectionQuantitationLimitMeasure.MeasureValue","ProviderName","ActivityStartDateTime","ActivityEndDateTime","Obs_Id","State","Id_num","wqp_monitoringlocationname","wqp_providername","lagoslakeid","source_parameter","source_value","source_unit","detectionlimit_legacy","detectionlimit_unit_legacy","Conversion","Conversion_dl","Notes","sampledate","source_sampledepth","variableid_lagos","limit_low","limit_high","variableshortname","source_sampleposition","lagos_sampledepth","lagos_sampleposition"
"1039","Nitrogen, NH4","ug/l",NA,"USGS SHC02","Ammonia, wf, DA sal/hypo (NWQL)","608","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",360,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHC02","USGS","Analyst, 1980, v 105, p 305-316",NA,NA,"360","NWIS","2017-10-03 17:30:00",NA,"IN-71313","IN","71313","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Ammonia and ammonium","0.36","mg/l as N",NA,NA,"1000","1000","USGS_00608; Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL)",2017-10-03,NA,19,-1000,50000,"nh4_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1040","Nitrogen, nitrite (NO2)","ug/l",NA,"USGS DZ001","Nitrite, wf, DA, diazo","613","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",8,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DZ001","USGS",NA,NA,NA,"8","NWIS","2017-10-03 17:30:00",NA,"IN-71470","IN","71470","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Nitrite","0.008","mg/l as N",NA,NA,"1000","1000","USGS-00613; Nitrite, filtered water, discrete analyzer, diazotization and colorimetry (formerly Mcode 00049)",2017-10-03,NA,17,-1000,2000,"no2_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1041","Nitrogen, nitrite (NO2) + nitrate (NO3)","ug/l",NA,"USGS RED01","NO3+NO2, wf, FCC,NaR, DA","631","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",84,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RED01","USGS","USGS TMR 5-B8",NA,NA,"84","NWIS","2017-10-03 17:30:00",NA,"IN-71314","IN","71314","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Inorganic nitrogen (nitrate and nitrite)","0.084","mg/l as N",NA,NA,"1000","1000","USGS_00631",2017-10-03,NA,18,-1000,100000,"no2no3_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1042","Nitrogen, total","ug/l",NA,"USGS AKP01","Nutrients, wu, WCA,persulfate,CF","62855","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",940,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AKP01","USGS","USGS WRI 03-4174",NA,NA,"940","NWIS","2017-10-03 17:30:00",NA,"IN-71025","IN","71025","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.94","mg/l",NA,NA,"1000","1000","USGS_62855",2017-10-03,NA,21,-1000,100000,"tn_ugl","UNKNOWN",NA,"UNKNOWN"
"1043","Oxygen, dissolved","mg/l",NA,"NA NA",NA,"300","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",2.4,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.4","NWIS","2017-10-03 17:30:00",NA,"IN-70980","IN","70980","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Oxygen","2.4","mg/l",NA,NA,"1","1","USGS_00300; Dissolved oxygen, water, unfiltered, milligrams per liter",2017-10-03,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"1044","pH, field or lab","pH",NA,"NA NA",NA,"400","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",7.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6","NWIS","2017-10-03 17:30:00",NA,"IN-71311","IN","71311","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","pH","7.6","std units",NA,NA,"1","1","USGS_00400; pH, water, unfiltered, field, standard units",2017-10-03,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"1045","Phosphorus, total","ug/l",NA,"USGS CL021","P, wu, WCA, persulfate CF color","665","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800006","Sample-Routine","2017-10-03","12:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",31,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL021","USGS",NA,NA,NA,"31","NWIS","2017-10-03 17:30:00",NA,"IN-71315","IN","71315","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Phosphorus","0.031","mg/l as P",NA,NA,"1000","1000","USGS 00665",2017-10-03,NA,27,-1000,100000,"tp_ugl","UNKNOWN",NA,"UNKNOWN"
"1046","Alkalinity","ueq/l","ueq/l","USEPA 310.1","Alkalinity by Titration",NA,"21OHIO_WQX","Division of Surface water (Ohio)","21OHIO_WQX-300412:20171019:0955:SR","Sample-Routine","2017-10-19","09:55:00","2017-10-19",NA,NA,NA,NA,NA,NA,NA,"1706",NA,"21OHIO_WQX-300412","17101607-03","OH - Water","21OHIO_WQX","OEPA Surface Water Sample Collection Method","Water Bottle",NA,NA,93.9,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"310.1","USEPA","https://www.nemi.gov/methods/method_summary/5230/",NA,"Reporting limit","93.9","STORET","2017-10-19 13:55:00","2017-10-19 14:00:00","OH-633523","OH","633523","BUCKEYE LAKE, L-1","STORET","984","Alkalinity, total","93.9","mg/l","5","mg/l","1","1","EPA 310.1; Reported as alkalinity",2017-10-19,NA,1,-10,10000,"alk_caco3_mgl","UNKNOWN",NA,"UNKNOWN"
"1047","Carbon, total organic","mg/l","mg/l","APHA 5310-C","5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method",NA,"21OHIO_WQX","Division of Surface water (Ohio)","21OHIO_WQX-300412:20171019:0955:SR","Sample-Routine","2017-10-19","09:55:00","2017-10-19",NA,NA,NA,NA,NA,NA,NA,"1706",NA,"21OHIO_WQX-300412","17101607-03","OH - Water","21OHIO_WQX","OEPA Surface Water Sample Collection Method","Water Bottle",NA,"Total",12.2,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5310-C","APHA","https://www.nemi.gov/methods/method_summary/5718/",NA,"Reporting limit","12.2","STORET","2017-10-19 13:55:00","2017-10-19 14:00:00","OH-633173","OH","633173","BUCKEYE LAKE, L-1","STORET","984","Organic carbon","12.2","mg/l","2","mg/l","1","1",NA,2017-10-19,NA,7,-10,400,"toc_mgl","UNKNOWN",NA,"UNKNOWN"
"1048","Chlorophyll a","ug/l","ug/l","USEPA 445.0","445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence",NA,"21OHIO_WQX","Division of Surface water (Ohio)","21OHIO_WQX-300412:20171019:0955:SR","Sample-Routine","2017-10-19","09:55:00","2017-10-19",NA,NA,NA,NA,NA,NA,NA,"1706",NA,"21OHIO_WQX-300412","17101607-03","OH - Water","21OHIO_WQX","OEPA Surface Water Sample Collection Method","Water Bottle",NA,"Filterable",188,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"445.0","USEPA","https://www.nemi.gov/methods/method_summary/7222/",NA,"Reporting limit","188","STORET","2017-10-19 13:55:00","2017-10-19 14:00:00","OH-633030","OH","633030","BUCKEYE LAKE, L-1","STORET","984","Chlorophyll a, corrected for pheophytin","188","ug/l","5.8333","ug/l","1","1","EPA 445.0",2017-10-19,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"1049","Turbidity","NTU","NTU","APHA 2130-B","2130 B ~ Nephelometric Method",NA,"21OHIO_WQX","Division of Surface water (Ohio)","21OHIO_WQX-300412:20171019:0955:SR","Sample-Routine","2017-10-19","09:55:00","2017-10-19",NA,NA,NA,NA,NA,NA,NA,"1706",NA,"21OHIO_WQX-300412","17101607-03","OH - Water","21OHIO_WQX","OEPA Surface Water Sample Collection Method","Water Bottle",NA,NA,73.3,NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2130-B","APHA","https://www.nemi.gov/methods/method_summary/9645/",NA,"Reporting limit","73.3","STORET","2017-10-19 13:55:00","2017-10-19 14:00:00","OH-633235","OH","633235","BUCKEYE LAKE, L-1","STORET","984","Turbidity","73.3","NTU","1","NTU","1","1","APHA 2130-B; Turbidity, water, unfiltered, laboratory, nephelometric method (Standard Methods 2130 B; USGSVAWC; VA-CLS)",2017-10-19,NA,36,0,20000,"turb_ntu","UNKNOWN",NA,"UNKNOWN"
"1050","Chlorophyll a","ug/l",NA,"NA NA",NA,"32318","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",1.7,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7","NWIS","2017-10-19 19:10:00",NA,"IN-801","IN","801","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Chlorophyll","1.7","ug/l",NA,NA,"1","1","USGS 32318; fluorescence?",2017-10-19,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"1051","Conductivity","uS/cm",NA,"NA NA",NA,"95","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",361,NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"361","NWIS","2017-10-19 19:10:00",NA,"IN-809","IN","809","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Specific conductance","361","uS/cm @25C",NA,NA,"1","1","USGS 00095",2017-10-19,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"1052","Nitrogen, NH4","ug/l",NA,"USGS SHC02","Ammonia, wf, DA sal/hypo (NWQL)","608","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",100,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHC02","USGS","Analyst, 1980, v 105, p 305-316",NA,NA,"100","NWIS","2017-10-19 19:10:00",NA,"IN-815","IN","815","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Ammonia and ammonium","0.10","mg/l as N",NA,NA,"1000","1000","USGS_00608; Ammonia in filtered water by discrete analyzer salicylate-hypochlorite reaction and colorimetry (formerly Mcode 00048; NWQL)",2017-10-19,NA,19,-1000,50000,"nh4_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1053","Nitrogen, nitrite (NO2)","ug/l",NA,"USGS DZ001","Nitrite, wf, DA, diazo","613","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",9,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DZ001","USGS",NA,NA,NA,"9","NWIS","2017-10-19 19:10:00",NA,"IN-816","IN","816","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Nitrite","0.009","mg/l as N",NA,NA,"1000","1000","USGS-00613; Nitrite, filtered water, discrete analyzer, diazotization and colorimetry (formerly Mcode 00049)",2017-10-19,NA,17,-1000,2000,"no2_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1054","Nitrogen, nitrite (NO2) + nitrate (NO3)","ug/l",NA,"USGS RED01","NO3+NO2, wf, FCC,NaR, DA","631","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",593,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RED01","USGS","USGS TMR 5-B8",NA,NA,"593","NWIS","2017-10-19 19:10:00",NA,"IN-818","IN","818","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Inorganic nitrogen (nitrate and nitrite)","0.593","mg/l as N",NA,NA,"1000","1000","USGS_00631",2017-10-19,NA,18,-1000,100000,"no2no3_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1055","Nitrogen, total","ug/l",NA,"USGS AKP01","Nutrients, wu, WCA,persulfate,CF","62855","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",1120,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AKP01","USGS","USGS WRI 03-4174",NA,NA,"1120","NWIS","2017-10-19 19:10:00",NA,"IN-829","IN","829","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.12","mg/l",NA,NA,"1000","1000","USGS_62855",2017-10-19,NA,21,-1000,100000,"tn_ugl","UNKNOWN",NA,"UNKNOWN"
"1056","Oxygen, dissolved","mg/l",NA,"NA NA",NA,"300","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",2.8,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8","NWIS","2017-10-19 19:10:00",NA,"IN-811","IN","811","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Oxygen","2.8","mg/l",NA,NA,"1","1","USGS_00300; Dissolved oxygen, water, unfiltered, milligrams per liter",2017-10-19,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
"1057","pH, field or lab","pH",NA,"NA NA",NA,"400","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",7.6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6","NWIS","2017-10-19 19:10:00",NA,"IN-813","IN","813","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","pH","7.6","std units",NA,NA,"1","1","USGS_00400; pH, water, unfiltered, field, standard units",2017-10-19,NA,25,0,15,"ph","UNKNOWN",NA,"UNKNOWN"
"1058","Phosphorus, soluble reactive orthophosphate","ug/l",NA,"USGS PHM01","Ortho-PO4, wf, DA phos/mol(NWQL)","671","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",6,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHM01","USGS","Anal Chim Acta, 1962, v 27, p 31-36",NA,NA,"6","NWIS","2017-10-19 19:10:00",NA,"IN-821","IN","821","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Orthophosphate","0.006","mg/l as P",NA,NA,"1000","1000","USGS_00671",2017-10-19,NA,26,-1000,100000,"srp_p_ugl","UNKNOWN",NA,"UNKNOWN"
"1059","Phosphorus, total","ug/l",NA,"USGS CL021","P, wu, WCA, persulfate CF color","665","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800032","Sample-Routine","2017-10-19","14:10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03275991",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",25,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL021","USGS",NA,NA,NA,"25","NWIS","2017-10-19 19:10:00",NA,"IN-820","IN","820","BROOKVILLE LK 30 FT BELOW SURFACE AT BROOKVILLE IN","NWIS","2907","Phosphorus","0.025","mg/l as P",NA,NA,"1000","1000","USGS 00665",2017-10-19,NA,27,-1000,100000,"tp_ugl","UNKNOWN",NA,"UNKNOWN"
"1060","Chlorophyll a","ug/l",NA,"NA NA",NA,"70953","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,NA,10.5,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.5","NWIS","2017-10-23 17:00:00",NA,"IN-71181","IN","71181","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Chlorophyll a","10.5","ug/l",NA,NA,"1","1","USGS 70953; Fluorometric, Chlorophyll A, Phytoplankton",2017-10-23,NA,9,-1000,200000,"chla_ugl","UNKNOWN",NA,"UNKNOWN"
"1061","Conductivity","uS/cm",NA,"NA NA",NA,"95","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",314,NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"314","NWIS","2017-10-23 17:00:00",NA,"IN-70887","IN","70887","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Specific conductance","314","uS/cm @25C",NA,NA,"1","1","USGS 00095",2017-10-23,NA,13,0,1000000,"spcond_uscm","UNKNOWN",NA,"UNKNOWN"
"1062","Nitrogen, NH4","ug/l",NA,"NA NA",NA,"608","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",334,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334","NWIS","2017-10-23 17:00:00",NA,"IN-71168","IN","71168","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Ammonia and ammonium","0.334","mg/l as N",NA,NA,"1000","1000","USGS_00608",2017-10-23,NA,19,-1000,50000,"nh4_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1063","Nitrogen, nitrite (NO2)","ug/l",NA,"NA NA",NA,"613","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",5,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","NWIS","2017-10-23 17:00:00",NA,"IN-71169","IN","71169","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Nitrite","0.005","mg/l as N",NA,NA,"1000","1000","USGS-00613",2017-10-23,NA,17,-1000,2000,"no2_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1064","Nitrogen, nitrite (NO2) + nitrate (NO3)","ug/l",NA,"NA NA",NA,"631","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",187,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","NWIS","2017-10-23 17:00:00",NA,"IN-71171","IN","71171","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Inorganic nitrogen (nitrate and nitrite)","0.187","mg/l as N",NA,NA,"1000","1000","USGS_00631",2017-10-23,NA,18,-1000,100000,"no2no3_n_ugl","UNKNOWN",NA,"UNKNOWN"
"1065","Nitrogen, total","ug/l",NA,"NA NA",NA,"62855","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Total",990,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"990","NWIS","2017-10-23 17:00:00",NA,"IN-70889","IN","70889","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.99","mg/l",NA,NA,"1000","1000","USGS_62855; Total nitrogen and phosphorus, unfiltered water, acidified, alkaline-persulfate digestion, continuous flow (CF) colorimetry (New England WSC; MACCSHML)",2017-10-23,NA,21,-1000,100000,"tn_ugl","UNKNOWN",NA,"UNKNOWN"
"1066","Oxygen, dissolved","mg/l",NA,"NA NA",NA,"300","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800044","Sample-Routine","2017-10-23","12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-03340871",NA,"50","USGS parameter code 82398","Point sample","Kemmerer bottle",NA,"Dissolved",5.9,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.9","NWIS","2017-10-23 17:00:00",NA,"IN-71160","IN","71160","CECIL M HARDEN LAKE 30FT BELOW SURF AT FERNDALE IN","NWIS","518","Oxygen","5.9","mg/l",NA,NA,"1","1","USGS_00300; Dissolved oxygen, water, unfiltered, milligrams per liter",2017-10-23,NA,23,-10,25,"do_mgl","UNKNOWN",NA,"UNKNOWN"
